,A,Prob,P
37257,0,0.4127801928012283,1
8912,0,0.03741346013178685,0
10806,0,0.034378276682709014,0
22650,0,0.4452585204377344,1
27715,1,0.04887785654760635,0
32568,0,0.45312371836321613,1
12600,0,0.10367589806468883,0
36661,0,0.11176255975593732,0
8545,0,0.16115777452034122,0
27731,1,0.15569407642004385,0
29936,0,0.1126577256832825,0
43694,1,0.9038714950062964,1
27287,0,0.09013995472574797,0
21413,0,0.02141799098949817,0
2953,1,0.9475622792711055,1
37749,0,0.3261335307114985,1
22349,0,0.07015522005836654,0
26678,0,0.02037375956199398,0
26949,0,0.009604796336816747,0
33319,0,0.11544400113218542,0
37737,0,0.12650553119951025,0
30382,0,0.1768093779585938,0
11861,0,0.23551569712779175,1
32639,0,0.13618797270711253,0
40139,0,0.023488545907908408,0
7139,0,0.1142825581927124,0
19759,0,0.03969882879235821,0
4578,0,0.06335784585041067,0
7,1,0.27730623917572755,1
22165,0,0.3734337327193089,1
35271,0,0.2828641909255616,1
1932,0,0.024112387064104793,0
17057,1,0.16397100934657044,0
31304,0,0.17157398891157943,0
1740,1,0.032826827469540194,0
30936,1,0.9389670478185524,1
14113,0,0.025454296586374676,0
8222,1,0.13203874299631616,0
9799,0,0.20618659621414534,1
9660,0,0.056113723882382206,0
28508,1,0.2578805615081732,1
15014,1,0.3700166615490605,1
2379,0,0.23078516300744395,1
40106,0,0.02360058583525496,0
22456,0,0.10197953990942787,0
26985,0,0.29742064249362893,1
30224,0,0.14007945237881875,0
34346,0,0.04937004659898845,0
24885,0,0.10381897554360014,0
40731,0,0.3751512896671412,1
18833,0,0.03339946162167707,0
25994,0,0.012266047709775681,0
13776,0,0.013635770320548865,0
14105,0,0.016975812645120415,0
30808,0,0.10184657719617371,0
15809,1,0.10794733283872175,0
20592,0,0.04207147118769782,0
16851,1,0.5538582743529186,1
14353,1,0.45721594688461287,1
7397,0,0.18567514071166963,0
9361,0,0.4704258038370154,1
42957,1,0.6789601193275778,1
41837,0,0.23302238831400496,1
34875,0,0.02393975176463744,0
10191,0,0.18322499690105534,0
22420,1,0.41224620426817854,1
38316,0,0.09329620990920082,0
31166,1,0.8219793137511674,1
938,1,0.643768624111566,1
4231,1,0.4094743296385594,1
43523,1,0.4334383417069726,1
32405,0,0.09300257441122455,0
6054,0,0.022415779933192458,0
11964,0,0.010755153286994569,0
38156,0,0.5980751214736039,1
38198,0,0.12327801220138832,0
44505,1,0.9375752262152443,1
8189,0,0.031733243199755325,0
1500,0,0.1397338448123524,0
13388,0,0.076097490121017,0
35099,0,0.03415671057893532,0
3280,0,0.2713482388379699,1
29864,0,0.05846360678139195,0
33475,0,0.14183064082997943,0
7345,1,0.04054296436185559,0
26129,0,0.5001899452985635,1
22096,0,0.1015962561699522,0
3304,0,0.09439634586290155,0
20958,0,0.13664614084159993,0
5511,0,0.1726372382024593,0
3450,0,0.219677985654086,1
38778,0,0.4074572577352776,1
38389,0,0.15186010499053038,0
40546,0,0.14730926043517878,0
15388,1,0.6497394563340843,1
37718,0,0.1563459154523723,0
29666,0,0.03573525396882468,0
14677,1,0.8489656696654216,1
14160,0,0.11834860585341239,0
323,0,0.03668685164355317,0
38691,0,0.054629495182411864,0
40607,0,0.15374596089506734,0
24961,1,0.8253426683577698,1
25845,0,0.062020869191402754,0
28318,0,0.14665375598892788,0
10618,0,0.06027855142607353,0
5815,0,0.1554738566409603,0
42834,1,0.07475778218769175,0
43100,1,0.2843579650758848,1
32740,0,0.1413932993002945,0
9202,0,0.2493326128349653,1
15339,0,0.05283875849021354,0
44325,1,0.6319255631549664,1
13472,0,0.103655933280766,0
12158,0,0.16930725671987115,0
15422,0,0.012639698687116454,0
42390,1,0.4367268107815692,1
18369,1,0.13304672307000026,0
26301,0,0.07963949282067585,0
24646,0,0.04212717726784464,0
38406,0,0.12594544665569155,0
654,0,0.24183329521198937,1
8786,1,0.30284563590406627,1
26496,0,0.055810235796776436,0
30514,0,0.12329494868804246,0
26242,0,0.011049788563699483,0
35454,0,0.11371171959079729,0
12376,1,0.5772050289524471,1
4401,0,0.1542455091083709,0
6056,0,0.2801625731742949,1
44196,1,0.2560379245476254,1
16260,0,0.36201731288249517,1
43864,1,0.4063476268665276,1
3047,1,0.3177813433639656,1
44289,1,0.5177332115505503,1
29856,0,0.13254594523650212,0
32947,0,0.039411804012045255,0
28435,0,0.06720436046613908,0
34955,0,0.062036486412647154,0
34392,0,0.29151795256313034,1
14441,0,0.10618153937065546,0
31747,1,0.188187215961471,0
25210,0,0.5201343439471624,1
14351,1,0.8642189970407306,1
26217,0,0.03152920564464524,0
19227,1,0.697484728284398,1
17704,0,0.49459187996977433,1
28801,1,0.2497578133375584,1
33569,0,0.21607152089033968,1
39548,0,0.0944484453685274,0
26994,0,0.008898715297981115,0
9151,1,0.5561140043260747,1
29722,0,0.09782152018743814,0
33026,0,0.13953421242587308,0
32742,0,0.1639213528906199,0
31120,0,0.43543906009626593,1
44897,1,0.2151436704863647,1
20466,0,0.32909124707108367,1
43223,1,0.8716995948794618,1
5114,0,0.32866632615857333,1
39367,0,0.04496606725062234,0
9794,0,0.09961253340579404,0
17338,0,0.014526017062217442,0
41678,0,0.056529357325149125,0
36507,0,0.1366449657793832,0
37204,0,0.015194213766316293,0
41312,0,0.022507966906320932,0
30515,1,0.12555645031675935,0
44641,1,0.011114727922770672,0
32569,0,0.10109165653737572,0
16783,0,0.2478402507600972,1
22072,0,0.5730481766847881,1
25193,0,0.14908587705905335,0
1677,0,0.29058387667576885,1
10200,0,0.38143465861476705,1
8208,0,0.2783544907697555,1
12936,0,0.08048696921390648,0
26854,1,0.4218790168873094,1
27352,0,0.04434620053910909,0
36461,0,0.2253372203202299,1
17240,0,0.029499438636287786,0
30994,0,0.2553124630488661,1
15242,0,0.055718834233148745,0
6877,0,0.05276133840566839,0
6872,0,0.24424905398779548,1
37251,0,0.039881125274777954,0
31498,0,0.060948454781686895,0
1344,1,0.060470556212910816,0
40831,0,0.06346252617173158,0
18130,1,0.5166119173588223,1
40572,0,0.08310304197379809,0
18337,1,0.4847536594075592,1
33187,0,0.10410761543395351,0
8955,0,0.16171803559014572,0
2479,1,0.21878912980171758,1
7424,0,0.3809389320627763,1
43484,1,0.3042832675474143,1
42892,1,0.41693758989956003,1
30995,0,0.08919534384232844,0
35566,0,0.10657022998891441,0
12653,0,0.2552033494251292,1
18994,0,0.07278806568382931,0
14360,1,0.5715297556034818,1
11352,0,0.047924571518915604,0
31485,0,0.10801537489786513,0
41736,0,0.15308522692300638,0
22393,0,0.12324838164541221,0
21362,0,0.49717161586913866,1
32050,0,0.16560968877519025,0
20511,0,0.2110549420216133,1
17966,0,0.02911800471963644,0
4238,0,0.1407218055956043,0
33578,0,0.09914075968280057,0
31135,0,0.06645297405446544,0
11841,0,0.10262331530033217,0
36311,0,0.33665929185145116,1
24335,1,0.6037499660472798,1
4399,0,0.17402754750756316,0
933,0,0.517688583781524,1
43501,1,0.47814950246713994,1
2589,0,0.10369788531012732,0
16413,0,0.02707746501176832,0
37063,0,0.07206712371961245,0
10546,0,0.4984990510542122,1
5236,0,0.24411461481185776,1
14148,0,0.08764180136981682,0
27102,0,0.032905452417625256,0
36080,0,0.1737275465258247,0
8163,0,0.17744496936823945,0
17515,1,0.6077198748177987,1
35168,0,0.1781369840494337,0
29916,0,0.06029624936655538,0
27698,1,0.26286025355069603,1
17936,0,0.047065863891930695,0
44030,1,0.38718124535928,1
36046,0,0.11840424533381623,0
36165,0,0.03359143084511758,0
3158,0,0.07610095051393734,0
3444,0,0.07126927546249137,0
589,1,0.8598826934652649,1
43609,1,0.6309061330183725,1
9635,0,0.42825070052878234,1
32385,0,0.1915098000112907,0
40924,0,0.19940073438180445,0
14629,0,0.0173705703208226,0
28018,0,0.08026874598794036,0
3639,0,0.026150617188185152,0
6431,0,0.055849370162405106,0
31214,1,0.09220720728218644,0
17154,1,0.5384718735177247,1
34850,0,0.014933896069103328,0
3905,0,0.03507648536341999,0
34040,0,0.10478254014879958,0
17281,0,0.06622043240235372,0
12736,0,0.22533605142922639,1
9736,1,0.16517652504596048,0
38055,0,0.058673419748857175,0
14832,0,0.21730262529787814,1
11360,0,0.14581007566909143,0
40241,0,0.28437250712213274,1
28721,0,0.11174656883526923,0
19989,1,0.9373719978361913,1
12014,0,0.11626154664964329,0
1323,0,0.11042634852969917,0
44178,1,0.0739292282564468,0
40270,0,0.12330298126502519,0
8685,0,0.15763045758908145,0
32699,0,0.11065609454944075,0
40015,0,0.03510836811917033,0
1189,1,0.9034493801099065,1
32072,0,0.07240724828042007,0
28489,0,0.6691688267310079,1
44590,1,0.6375910126724401,1
42826,1,0.11862938573033148,0
38312,0,0.15093244903719708,0
8772,0,0.342627688793529,1
40782,0,0.15672069388815452,0
10412,1,0.37864267976452004,1
34223,0,0.02275024077616261,0
7735,0,0.08179403485825205,0
29745,0,0.029961346218591336,0
17406,1,0.4340642497712625,1
2840,0,0.43022803584607333,1
27784,0,0.01808476854817441,0
22521,0,0.39305326452434247,1
28873,0,0.05266487819600728,0
34889,0,0.21039641678573015,1
25728,1,0.7429963294194164,1
6212,0,0.2627152932693728,1
7008,0,0.28575770276927875,1
18123,0,0.10727284030083636,0
8440,0,0.08434713227795712,0
38425,0,0.307514586222709,1
2019,0,0.23556591752288242,1
25016,0,0.09858857037745833,0
5748,0,0.4036171801169146,1
30036,1,0.3909652954745299,1
12228,1,0.059395313677692414,0
15397,0,0.1266315402673634,0
12004,0,0.14453729832750756,0
13156,0,0.023840067624428418,0
24172,0,0.030626372748735194,0
2104,1,0.4364875086474005,1
41763,0,0.06806586551090034,0
42155,1,0.7287540723675866,1
25372,0,0.022781309694500575,0
11299,0,0.030084527108796534,0
33308,0,0.10595052443242085,0
44159,1,0.7033679542499625,1
29786,0,0.410112225679688,1
8343,0,0.037827812910423385,0
10196,0,0.16051394200020416,0
13437,0,0.772563746108215,1
30302,0,0.035751584799235465,0
5778,0,0.4580702456504106,1
14562,0,0.0626924895295599,0
21890,0,0.022836692952181024,0
21041,1,0.5073387692629769,1
4425,0,0.06985437172845615,0
41495,0,0.013192255941222896,0
40626,0,0.13077069527353888,0
39370,0,0.13591114432033605,0
32465,0,0.23755570053770467,1
30889,0,0.39719237844900557,1
36672,0,0.19284474805845433,0
8424,0,0.056309295865521074,0
9321,0,0.021045194518699625,0
43586,1,0.7687467666818889,1
29319,0,0.3258216795545612,1
1469,0,0.09439271896751446,0
24608,0,0.02500778054968699,0
36519,0,0.11964996358001603,0
14941,0,0.05832799794270945,0
34317,0,0.020147928572237767,0
31951,0,0.3461633013090822,1
4704,1,0.47231404298869023,1
19885,1,0.4368071707691675,1
35999,0,0.3818326328696924,1
16712,0,0.009873068476626754,0
7590,0,0.0394265339307229,0
26692,0,0.013129661335303095,0
37097,0,0.5500525647595369,1
43339,1,0.35434634281096994,1
37881,0,0.18546210193992338,0
34863,0,0.010581438939141949,0
31226,0,0.026999220479828518,0
33721,0,0.12639314201610938,0
39369,0,0.036408397904821255,0
14288,0,0.03786612144471593,0
12300,0,0.19048781675159662,0
13264,0,0.20436937965411955,1
38399,0,0.03699384797282007,0
39566,0,0.4107216908975862,1
37315,0,0.12594406592970367,0
12448,0,0.34984481485729807,1
9486,0,0.018032724080033518,0
42747,1,0.8552876663766138,1
23092,0,0.10127664915085018,0
15760,0,0.13251320478676015,0
4431,0,0.28438378307210316,1
34820,0,0.15700256334262278,0
25228,0,0.1445033779412188,0
10717,0,0.26659700004735964,1
13075,0,0.09917834406096998,0
16572,0,0.06442530386986847,0
38442,0,0.24682207916023222,1
44140,1,0.16620291381888833,0
34344,0,0.16826019452359608,0
35845,0,0.20975272428377462,1
10723,1,0.6246657189618448,1
4603,0,0.1546247423429902,0
17839,1,0.3599990307395271,1
7905,0,0.3790244364235741,1
2550,0,0.4482305053320412,1
43091,1,0.21908832052606686,1
20198,0,0.18855100889346296,0
7595,0,0.06703926211807057,0
35125,0,0.14920817617169596,0
37421,0,0.09365590996649906,0
6850,0,0.09439145565911886,0
31565,0,0.035465492378662776,0
5860,1,0.4691866838077569,1
42391,1,0.09886849489898468,0
30787,0,0.17800774057435664,0
6214,0,0.20608632619384867,1
31863,1,0.14538274923317793,0
29100,0,0.449215388889876,1
35093,0,0.06432539671348309,0
4708,1,0.059990290111586055,0
2561,0,0.0824314073402413,0
5719,1,0.14181025180014944,0
18260,0,0.0650914225060941,0
13041,0,0.20726762598901013,1
26415,0,0.04364404339103782,0
18268,1,0.845282513582866,1
37324,0,0.13211851136829153,0
36215,0,0.044409585474611296,0
38384,0,0.019852601879882664,0
7648,0,0.11362823805176249,0
43983,1,0.42380860321364733,1
15048,1,0.22371115438736505,1
37482,0,0.26806203396565753,1
35663,0,0.08509938467382039,0
16863,1,0.5166761742131918,1
21274,0,0.1542502845466955,0
33961,0,0.10870472821806404,0
38714,0,0.09646850197825736,0
35842,0,0.4569471386442208,1
492,1,0.3605709629355178,1
35272,0,0.08608244023024145,0
42115,1,0.938299739670503,1
31606,0,0.06807572500782738,0
18267,1,0.7135298711604308,1
34535,0,0.057973157618938495,0
26116,1,0.8548965255044966,1
42748,1,0.5760714787514867,1
8547,0,0.3766774398154325,1
23392,0,0.2723171158128418,1
13733,1,0.044262866092757994,0
34325,0,0.42015476445997935,1
3536,0,0.32189281317434193,1
39417,0,0.24780304362707345,1
23677,0,0.09457970277944061,0
30640,0,0.2242912880608541,1
12812,0,0.019148116987999654,0
16652,0,0.014260878002892701,0
1920,0,0.018291648704629695,0
36921,0,0.04065099142399096,0
9656,1,0.6929518591850993,1
29440,0,0.32560384432739764,1
5160,0,0.06591495944694417,0
12008,0,0.17529739292279758,0
19641,0,0.0365170433987921,0
15306,0,0.4640311073824493,1
849,0,0.050904811587102534,0
28144,0,0.09521400281128793,0
5702,0,0.14061741965741806,0
1090,1,0.835530925116842,1
10988,0,0.34054729717809346,1
7826,0,0.13400299219089803,0
22505,0,0.13684695060722632,0
27295,0,0.04346622606317004,0
13530,0,0.11580943451701108,0
28004,1,0.5223916856728185,1
13147,0,0.10754291887481787,0
39788,0,0.10131859775933426,0
6984,0,0.11013958226505242,0
32298,0,0.042315604055039015,0
24423,1,0.4730951285217349,1
18416,0,0.31266450037067417,1
34845,0,0.6882208902434706,1
8875,1,0.24997148084069923,1
42849,1,0.34042302812940006,1
14739,1,0.4104989890500785,1
3230,0,0.04749879808768048,0
20535,1,0.6290963685263695,1
14813,0,0.06578769780962689,0
34187,0,0.600170179205045,1
9477,0,0.170440671819171,0
36865,0,0.050332322696916613,0
1572,0,0.048942990225190205,0
20014,0,0.2436394549334114,1
1851,0,0.18811722544028606,0
25150,0,0.12186241385147065,0
20711,0,0.11423665696075896,0
4374,0,0.24937146305587848,1
41133,0,0.03207383275528911,0
33596,0,0.456306059889125,1
34483,0,0.1498927420481031,0
8544,0,0.07717387288074765,0
23242,0,0.1223510926999341,0
17502,0,0.26933590543679015,1
10769,0,0.11526105434386433,0
37992,0,0.28725575766842837,1
1038,0,0.26157908665090446,1
23334,0,0.18895242492938247,0
12451,0,0.02550408127668268,0
14506,0,0.05966117728590489,0
27321,1,0.08905075005205267,0
13636,1,0.8261236317714725,1
31110,0,0.08894373328120045,0
37659,0,0.04500859945358346,0
26641,0,0.09189988958639754,0
28382,0,0.39852193008742776,1
28463,0,0.017360502583941263,0
12397,0,0.02001534081884087,0
27183,1,0.6069200074597257,1
2722,0,0.2961160781105515,1
10654,0,0.3690158271068308,1
29244,0,0.006076815787649946,0
36703,0,0.20318377022952241,1
36008,0,0.5658297916406543,1
40224,0,0.04996481923123618,0
26229,0,0.010524432579271326,0
4232,0,0.2174647438890185,1
41964,0,0.1739355056171476,0
17194,0,0.015832304070791312,0
31955,0,0.028108763503384697,0
3920,1,0.1874648130182651,0
21931,0,0.026054730559035122,0
30666,0,0.6137670669076294,1
4089,1,0.017647990389849866,0
8065,1,0.10337080747947008,0
27802,1,0.9352005059857387,1
27114,1,0.4868947978137515,1
4635,0,0.1155387394000649,0
31566,1,0.29395065681854404,1
16944,0,0.11472296811108279,0
29287,1,0.5091576474255926,1
13265,0,0.08925325903188903,0
32231,0,0.02730102981238982,0
40640,0,0.08038389452253034,0
34219,0,0.3936493338616838,1
44034,1,0.65590147303634,1
24552,0,0.05644601440799002,0
23173,0,0.5675198207356567,1
21374,1,0.5500388696270371,1
11036,0,0.04055331790469735,0
14460,0,0.3117794747099835,1
38504,0,0.09155746833547367,0
10226,1,0.18713889053923063,0
26810,0,0.5358262776909798,1
37715,0,0.16498454183828454,0
25128,1,0.4784164184943285,1
5782,0,0.19758793888945916,0
4706,0,0.0984172689629322,0
19939,1,0.5235475190967063,1
42153,1,0.4314882120079721,1
27792,0,0.06283478159758092,0
10150,0,0.21955482429278267,1
40118,0,0.1976137692082306,0
182,0,0.008880700839387044,0
33152,0,0.15490227434854242,0
17437,0,0.18223603669459776,0
29128,0,0.016272555515555984,0
4083,0,0.020698474041470714,0
3024,1,0.6717125547028514,1
35949,0,0.21359441168130924,1
39183,0,0.8172093059831473,1
25590,0,0.4751507971338199,1
38744,0,0.02279464054254188,0
22633,0,0.045430348416017605,0
21383,0,0.46351491187532545,1
39935,0,0.044099505862271016,0
44249,1,0.1547255506195062,0
15304,0,0.23124705749399113,1
1112,0,0.11118907000074837,0
5016,0,0.12050985244047335,0
16681,0,0.03831397412954082,0
89,1,0.45034550435747583,1
15826,0,0.00974869611449039,0
35561,0,0.03946347690317924,0
23621,0,0.3520168914709521,1
41691,0,0.11787718505174259,0
19187,0,0.660377457007867,1
3798,0,0.1534130179809748,0
30108,0,0.38789159283680913,1
18722,1,0.6959440829409888,1
3440,0,0.058009712243203594,0
9434,0,0.08827353277453728,0
28846,0,0.020990244076143343,0
27680,0,0.04758827105541161,0
36596,0,0.2378048778445456,1
9738,0,0.03379150107042721,0
31973,1,0.447779524982265,1
41739,0,0.01968593962049324,0
13844,0,0.061727715582739366,0
34397,0,0.0899573065938643,0
28447,1,0.11532071587042224,0
26183,1,0.7638744096097084,1
12634,0,0.11236837064074769,0
16915,0,0.03464592351182624,0
26018,0,0.13064530233377608,0
15414,1,0.20703996791730095,1
8428,0,0.08607857650458146,0
15192,0,0.05535445876438483,0
20657,0,0.11250302124353685,0
13704,1,0.15497709080303543,0
37617,0,0.6975472980253754,1
24992,1,0.7947138447051162,1
10122,1,0.49889986751499543,1
14508,0,0.1033090336675719,0
6677,1,0.3338433215270588,1
31132,1,0.17623339688582837,0
10273,0,0.10836511840658704,0
7021,1,0.10866492692839387,0
15926,1,0.0685534147205445,0
35777,0,0.7791846719831381,1
5669,0,0.4747077865860774,1
15120,0,0.1295939574422647,0
25572,0,0.06324196405447982,0
37693,0,0.12523593235907943,0
44885,1,0.3980312695418372,1
11574,0,0.01720519289553492,0
8652,0,0.5914962825206682,1
27262,0,0.009472306333381234,0
30006,0,0.028485575650931003,0
474,1,0.37255865672852806,1
6154,0,0.1330918139720788,0
6550,1,0.17510904230424282,0
16273,0,0.05614447127578354,0
11779,0,0.09968467354125261,0
27907,0,0.08003856514711957,0
6153,0,0.16677198340528004,0
43610,1,0.1802659241167151,0
15964,1,0.5048556468637899,1
8563,1,0.7587243446840416,1
21172,1,0.2484632765565061,1
26241,0,0.06354826484808233,0
33608,0,0.1159773976217861,0
39491,0,0.09153672543566903,0
43088,1,0.9634691257016054,1
19680,0,0.06314278753759262,0
32583,0,0.015735499714219697,0
29794,0,0.15265318102635814,0
8032,0,0.7010409730754624,1
5104,0,0.4647539053019628,1
23539,1,0.7491095592405267,1
32503,0,0.07001821073967933,0
38434,0,0.19356970162874784,0
14221,0,0.03335164865536683,0
21673,0,0.03862315660072522,0
37460,0,0.24888568509773853,1
26889,0,0.18875995301731238,0
3290,0,0.07481964374794071,0
4185,1,0.7011107563338765,1
20799,1,0.29621921229685344,1
14615,0,0.15743860872442392,0
23426,0,0.07838157671404733,0
7524,0,0.6636963592435303,1
11599,0,0.019771250821153063,0
30003,0,0.7342056359744309,1
7510,0,0.10138492460000453,0
36506,0,0.029907665446935346,0
118,1,0.6366000590058162,1
6919,0,0.03747208968502374,0
11492,0,0.03555250463645161,0
2074,0,0.8450924221354695,1
13080,0,0.04114952287237586,0
31696,0,0.014813604490609922,0
9850,0,0.3282441598488257,1
5969,0,0.11508188274742343,0
9783,1,0.9048984473596218,1
29238,0,0.03308160552027831,0
40571,0,0.06845750492325771,0
37316,0,0.03456234388572286,0
15368,0,0.018816605820608474,0
3522,0,0.17548936554668093,0
7871,0,0.09021224553023797,0
5978,0,0.10058601756954584,0
37986,0,0.3439563203808077,1
23540,0,0.3905758947918285,1
26782,0,0.27024479105647364,1
10571,1,0.45276943632384986,1
22190,0,0.23659425282631946,1
22113,0,0.19368245144364746,0
34104,0,0.08568309164328318,0
6632,1,0.053288269185177393,0
41117,0,0.10198316946740088,0
14534,0,0.02985856460857323,0
29766,0,0.22251613108494156,1
5364,0,0.04345192314444515,0
6324,0,0.20276931164886133,1
8167,0,0.02272169683293623,0
43697,1,0.8150046308049814,1
41621,0,0.047405424696276385,0
15692,1,0.891914731360589,1
4910,1,0.4251903699119799,1
11296,0,0.19698444066943321,0
25570,0,0.047073848605593924,0
13816,0,0.08477352330371492,0
15974,0,0.015134934260711138,0
38519,0,0.06792515359793234,0
39052,0,0.08844584065750417,0
18567,0,0.5593682965722807,1
35327,0,0.27246856235167705,1
17375,0,0.17420691161927254,0
1529,0,0.06339601179906824,0
5674,1,0.07159042658069908,0
35589,0,0.07779626758216021,0
23126,1,0.4448969812686076,1
43756,1,0.40203104945520457,1
12338,0,0.04106417926555899,0
32105,1,0.8828157313981034,1
26165,0,0.29058518497387525,1
33545,0,0.019600068806453645,0
12838,0,0.4229981588035056,1
2673,0,0.2500437039162558,1
8068,0,0.23455844537542142,1
39031,0,0.18228713076594455,0
39658,0,0.014017636109907096,0
8919,0,0.02968703363615416,0
23645,0,0.04574070028191653,0
21498,0,0.21155516298602367,1
16528,0,0.16645695758579648,0
20471,0,0.3664530178408816,1
42990,1,0.8827721689793482,1
11160,0,0.018049675883227534,0
10901,0,0.23390255785297726,1
30659,0,0.0356339520435584,0
1281,0,0.09125590214190486,0
38388,0,0.15196944800225404,0
6480,0,0.2800590585864913,1
42715,1,0.4932922523667231,1
44781,1,0.484329009772375,1
6175,0,0.35523076923950503,1
24344,0,0.03245846566655435,0
12887,0,0.09293564597976607,0
5953,1,0.3544774505821185,1
7626,0,0.13971546592491016,0
26065,0,0.07730442165857188,0
44281,1,0.3120601891387963,1
8656,0,0.355394694677215,1
26024,1,0.7961520202780324,1
22474,0,0.288349230693398,1
17293,0,0.04306396879528631,0
39989,0,0.06845547945543441,0
42818,1,0.5341531877698645,1
12293,1,0.5414033124395705,1
9314,0,0.0939070216042276,0
9705,1,0.8923984975205953,1
14437,0,0.2243220255382045,1
2181,0,0.37541226842344716,1
26070,0,0.046898954182575434,0
16950,0,0.09141177694239898,0
7377,0,0.026834397624645227,0
34492,0,0.1902045138784951,0
503,1,0.252605403348011,1
34423,0,0.049325093057428944,0
11398,0,0.07885129438418402,0
25953,0,0.09503969815180158,0
41961,0,0.11515155998711303,0
40513,0,0.2755867151258036,1
12190,0,0.026063759794982384,0
14207,0,0.09746053057766374,0
42509,1,0.48631081295180983,1
17231,0,0.19091377219519293,0
36573,0,0.18996276413979513,0
35087,0,0.23419513990735116,1
25369,0,0.022266878753076102,0
27149,0,0.016777178503040436,0
19336,0,0.08988909027193592,0
16762,1,0.35305046835200105,1
43025,1,0.6345385025486944,1
18732,0,0.08318099615527434,0
31807,0,0.013151770788196512,0
17750,0,0.13808671659657717,0
509,1,0.37308900933266226,1
31824,0,0.018298365205107334,0
1029,1,0.4368852047698778,1
42674,1,0.07550462324706608,0
9752,0,0.02559482104415883,0
41667,0,0.3590351570754442,1
36387,0,0.8836109038305853,1
42655,1,0.49007310493638734,1
35239,0,0.19763594643156546,0
3888,0,0.291485509939,1
10688,0,0.07354500278805753,0
15518,1,0.09182173490103156,0
26491,0,0.02958837669914103,0
44119,1,0.9741894415018317,1
7602,0,0.04066312255603067,0
2646,0,0.13566450357443816,0
36790,0,0.18829135477184983,0
13492,0,0.030800029843004943,0
19273,0,0.11899945698599311,0
22,1,0.9060390062964049,1
33873,0,0.533338838202405,1
32516,0,0.15008671431096265,0
38976,0,0.1221579600836131,0
13899,0,0.5495403471992558,1
36330,0,0.029164533806131984,0
17260,0,0.37116773424399757,1
1622,1,0.3680669019628045,1
38494,0,0.056769011082277124,0
25049,0,0.013088248240486034,0
32669,0,0.09468670178769117,0
16171,1,0.6385446302858295,1
9142,1,0.9604577766185333,1
42810,1,0.43901322085047667,1
37089,0,0.013691081513689697,0
39142,0,0.21984445332940214,1
14027,0,0.2571011253113563,1
22195,0,0.08981020016693701,0
36895,0,0.12997595752476,0
15576,0,0.0305321819887223,0
35069,0,0.038666610978701284,0
40372,0,0.0418567789191333,0
2591,0,0.03393955688399001,0
21578,0,0.06732684353810277,0
9775,0,0.04008991656241239,0
28632,1,0.4382531790995299,1
32705,0,0.1042506755296033,0
32515,0,0.053147436497742694,0
7119,0,0.12097829171150502,0
42482,1,0.8457493037930706,1
19975,1,0.8641082600493276,1
17479,0,0.050214562552928436,0
14630,0,0.04977640715442565,0
44851,1,0.23941345455669438,1
23008,1,0.6824532081409458,1
24689,0,0.1785018323314081,0
36746,0,0.20207568083251387,1
9719,0,0.012080563159004309,0
14014,0,0.10415318700557025,0
10798,0,0.06249638629619878,0
562,1,0.5221376076382407,1
2367,0,0.1985896664892779,0
39048,0,0.029351803515606203,0
21708,0,0.22685471422252837,1
43766,1,0.17517554034119578,0
9453,0,0.05086628255046395,0
17961,0,0.030271503315604874,0
22031,0,0.15127324068234893,0
2079,0,0.44431073556821327,1
28915,0,0.14785218840534153,0
22432,0,0.021246801072356148,0
9858,0,0.3634324597576685,1
30966,0,0.024242266708548232,0
41062,0,0.10539098601384456,0
40627,0,0.027029910089961837,0
37073,0,0.06094972005170797,0
20750,0,0.15903043225758373,0
5576,0,0.1620169488999611,0
29797,0,0.1501595067691277,0
43018,1,0.16362034061732655,0
41012,0,0.3085502736253603,1
3588,0,0.020450946373078826,0
26970,0,0.05875079195658607,0
42879,1,0.6326455312707914,1
25786,0,0.051419187796700135,0
30245,0,0.07382053161521193,0
31665,0,0.2176557549668549,1
19599,0,0.08244457479164112,0
10857,0,0.06345242244606539,0
37855,0,0.018678582726662386,0
17072,1,0.1737468898413833,0
13091,0,0.16873645272137325,0
20103,0,0.1245743376492906,0
1315,0,0.39387720072475346,1
38230,0,0.11603110377255546,0
5761,0,0.28099857049783655,1
38354,0,0.02470281611377727,0
27783,1,0.1528888218870069,0
29678,0,0.10654576382744443,0
20674,0,0.13357234934702122,0
20009,0,0.5048052915935587,1
34919,0,0.05210695262210025,0
12923,0,0.02138662632181132,0
10141,0,0.16711967095285138,0
9592,0,0.08810206967813486,0
2345,1,0.05246665304144525,0
16284,0,0.4684041694889606,1
20691,0,0.38896439288531953,1
9848,1,0.7570547933047684,1
12105,0,0.14123273479751888,0
20098,0,0.48612427189563423,1
37597,0,0.11964684773241485,0
5025,0,0.16472971129893474,0
3573,0,0.028841936368391937,0
42258,1,0.4629467560644342,1
10735,0,0.07868578394679789,0
9988,1,0.27137872804702623,1
11673,0,0.358055283457976,1
13298,0,0.055417841184448466,0
21418,1,0.060854543414919623,0
19606,0,0.09781918056914239,0
4978,1,0.35172402250979234,1
36800,0,0.03998327599526286,0
13066,0,0.28960447834069714,1
11321,0,0.20050069891614083,1
27459,1,0.2878761971735059,1
23325,0,0.3740502286065983,1
5083,0,0.5249526621573904,1
6275,0,0.13234073478502262,0
35940,0,0.12646154381961286,0
36818,0,0.1357581771236468,0
